gene_names,state,pvalue,effect
EID1,2,0.352578466059591,0.713019671426268
DDT,2,0.996392619030248,0.048946346775848
RPL29,2,0.999934541493762,0.0266721371731422
CCDC12,2,0.909144439329751,0.284839179356406
RPL15,2,0.981219317201221,0.165231924822738
USE1,2,0.152688078532946,-0.526608035045431
CCS,2,0.2849388825013,-0.796266714950369
CCDC47,2,0.995348582272343,-0.0492846181398716
FIS1,2,0.990780160477281,-0.0833420311897117
SEC61B,2,0.860262798488599,0.270646424989666
ASMTL,2,0.989113157796258,0.0862249029080042
TCEAL7,2,0.836631160302288,0.0857268902996007
DPCD,2,0.996629700341645,-0.0342307100253005
KIF1BP,2,0.958973087824962,-0.143720098095669
BEX4,2,0.448390048849638,-0.33221391311361
RNH1,2,0.24787122170834,-0.538890920468191
C19orf70,2,0.991536382207927,-0.0941709668990545
MSRB1,2,0.946323780845146,0.0705393514244103
MECR,2,0.962740236379659,-0.121992402203543
NIT1,2,0.265950558430628,-0.491192169485737
NRN1,2,0.323470156066794,-0.219528486098222
NSMCE1,2,0.458150544627299,-0.457939199680513
ZNF565,2,0.952778529898098,-0.247875988009286
C17orf89,2,0.572697276025156,-0.482426763743097
DLEU1,2,0.961450833091681,-0.197099720982809
FBLN7,2,0.697061002733975,-0.0635065543071203
TGFB1,2,0.985088326695876,0.125552299057619
DYNLL1,2,0.984664262718893,0.260768180007123
NDUFA5,2,0.956266274776228,-0.146551766803452
MED10,2,0.965627459163174,0.116233386226082
TAF7,2,0.893977866957889,0.264625544381759
UFC1,2,0.873700110696032,-0.254830276311825
PDSS1,2,0.999464488379553,0.0434467883059324
EIF3K,2,0.586666588918829,-0.412353473979153
ASAH1,2,0.884667115250095,-0.316177151238861
SPTSSB,2,0.277955862844153,-0.300933252084744
GOT1,2,0.999999624230977,0.00378732965128703
MESDC2,2,0.207262233909773,-0.747840641393118
SPAG7,2,0.852210184542861,0.242103071057949
PAAF1,2,0.483266935763424,-0.715056515955889
SLC25A5,2,0.43693851566531,-0.441007797683728
SNUPN,2,0.0559821307949543,0.640558118818743
STX6,2,0.0279921854695897,0.887388886473676
ENY2,2,0.200961447864608,0.728536266748003
SCG5,2,0.999999653279448,-0.00242871183454504
PSMD7,2,0.89163078746362,-0.19078568507212
NDUFB9,2,0.999957827947458,0.0150705833895208
LURAP1,2,0.995227801295873,-0.0289870305315588
NDUFS6,2,0.994119178864608,0.0663739053277209
OXLD1,2,0.00539387067115404,0.782692343122652
CIAO1,2,0.992931584497965,0.0796482872695325
LAGE3,2,0.977955440125423,-0.0629731069062649
MED31,2,0.788495272377092,0.197009943601419
PEBP1,2,0.999897186721821,0.0477831848238357
EID2B,2,0.907398597998307,-0.0934039574595371
RPH3A,2,0.945012310037016,0.0912142457936001
ZSCAN18,2,0.932727149567855,-0.281487336490539
MYL12B,2,0.960330927606638,0.0935181073839093
GTF2H3,2,0.929922406672466,0.170543145802273
ATP5L,2,0.729572744175829,-0.438746624567778
CHGB,2,0.99993846805973,0.010554970852804
FASTKD2,2,0.947072516084462,-0.124275130900484
TSR2,2,0.975935724464123,-0.0604178167817606
HADHB,2,0.900419973112015,-0.422714317374768
ACP2,2,0.942897216207334,0.147813337267989
KIF9,2,0.925563071595292,0.161576173970548
MRPL20,2,0.900065623886677,-0.383466441932445
ARPC3,2,0.495027794951192,-0.519724713350949
S100A6,2,0.70783765780114,0.419293349958413
MRPS12,2,1,-1.08246744900953e-15
MDH1,2,0.218623068962321,-0.990126992268974
PRDX5,2,0.995475442231987,0.0956907832954487
NUDT2,2,0.999987128749824,-0.00735178593363239
RPP38,2,0.264369939014875,-0.727158712155403
AMT,2,0.0721666829592623,0.848632160809984
RAPH1,2,0.670034103326252,-0.669362855722909
UQCRHL,2,0.195554407781928,0.588205175427678
TOX4,2,0.781733960707185,-0.236018199223787
DNAJC5G,2,1,2.00534033822919e-15
GOPC,2,0.61558100877693,-0.383742837512559
QRSL1,2,0.969374945376405,0.130637753687521
ATP5J,2,0.981022633356763,-0.186910041014228
BCKDK,2,0.219968965291076,0.405169472319378
NANS,2,0.222384781209684,-0.17173949582741
SUPT4H1,2,0.447854437663104,-0.263990409931784
TRAPPC4,2,0.996767724054233,0.0370715953206913
PSMB7,2,0.98910988242877,-0.109929159720208
NUBP1,2,0.999873848538727,-0.0204962749940611
CCK,2,0.865027396959003,-0.497160445150843
NHLRC3,2,0.350927691800084,0.709711853685669
TRUB2,2,0.622760477023834,0.21921611533057
DHDDS,2,0.985086622218671,0.110638539994843
BCAS2,2,0.998279665346699,-0.0651821774195345
UQCRC2,2,0.892204465391364,-0.407166311992663
STAT4,2,0.94919419427987,-0.0506504549876966
MRPL55,2,0.998932467716434,0.0411559801789639
ZNF428,2,0.877163493224705,0.297529655395659
COPS6,2,0.903997748459358,0.257302329470606
ARSG,2,0.719021300766866,-0.222994811319702
AKR1A1,2,0.387219103363232,-0.435890715166087
LSM8,2,0.830215307170495,-0.221816567945758
WSB1,2,0.952347671582168,-0.55065313082905
UQCR10,2,0.961130502760496,-0.2628891403223
DDX26B,2,0.55960038824575,-0.413066406348299
MLLT11,2,0.894614059930475,-0.205277801029837
MEST,2,0.351162678008818,-0.396103165329948
UEVLD,2,0.635617558917098,0.458393281981968
BTF3,2,0.988727237449122,-0.102220755408935
HDDC3,2,0.639247336208657,-0.242497540510643
GAP43,2,0.156974541125172,0.622456766096364
NDUFA1,2,0.770499097826701,-0.33087892927676
SF3B5,2,0.98537479717246,-0.064785930543612
MRPL27,2,0.999083716763264,-0.0411663941348023
CYCS,2,0.990039975485806,-0.0941066843806165
ZNF226,2,0.999586520355605,-0.0339748943034686
CCNYL1,2,0.783114401267727,0.314959902405077
RAN,2,0.425241568867517,0.573973746031135
ERH,2,0.588790827310988,-0.378902153323142
ENTPD3,2,0.500629167248673,0.219929676202085
CIRBP,2,0.00122012288419249,-3.88263755041763
ARL4A,2,0.957794989077623,0.0631045927488389
BRK1,2,0.22717607287717,-0.689448716728802
NDUFS5,2,0.986580700419439,0.153458380563975
PSMC1,2,0.624870423798198,-0.343698166344249
CCBL2,2,0.807746897280167,-0.377472588494129
GPCPD1,2,0.828661408599592,-0.188113252653111
EIF1B,2,0.672616769743032,0.281618577630279
UQCRH,2,0.977464936251324,0.196707384683614
SYNC,2,0.618892578890925,-0.433917232248503
SSR2,2,0.85662376974681,-0.259708994062645
ATP6V1G1,2,0.535399291891584,0.39551182670852
H3F3B,2,0.383510448852562,1.44831878954626
MGST3,2,0.264784315700675,0.921195051390522
NOP10,2,0.983444083759022,-0.0805663144304739
ARV1,2,0.294241081299884,0.400869923836639
COX6C,2,0.999996105155055,-0.00927105208968604
RIN3,2,0.203789203338051,0.602472896881979
RABEPK,2,0.7533823957474,-0.25123015316139
MPPE1,2,0.993108942741104,-0.072831384208994
SST,2,0.672722232269576,-0.0781584723138821
PSMA5,2,0.999914822361482,0.0152917263811363
TM7SF3,2,0.543908283734896,-0.534330341755212
SUB1,2,0.96036237300819,0.141633094936188
MRPL22,2,0.0840674374424086,-0.402056287572643
RGS4,2,0.597408980906295,0.334893681889982
SNRPA1,2,0.723509070372311,-0.268750518369738
COPS8,2,0.978947094344207,-0.100423434735389
KCNK4,2,0.513543624515844,0.121604661586735
MRPL43,2,0.675328539788453,-0.284859398581517
TAF11,2,0.968644043834259,-0.164418229819912
TRNT1,2,0.825062405122625,0.230480031279832
TMSB4X,2,0.18133121513736,1.24167315591344
AKIP1,2,0.480529669083091,-0.353499423659305
TATDN3,2,0.999994368469148,-0.00706123169862449
IQCH,2,0.767013525045912,0.382630471313234
ZNF684,2,0.939170485436184,-0.17813395932866
UBC,2,0.125614739176769,2.69300228564453
RHOV,2,1,2.85362011798185e-16
DBF4B,2,0.655000120752239,0.382369348074649
FAM162A,2,0.994191873064374,0.113484448175512
NOP56,2,0.575373808342952,0.382823355921077
MRPS21,2,0.119587182217117,-1.05591994367986
TRAPPC13,2,0.872903780977785,-0.371784057093122
EBNA1BP2,2,0.373554779615708,-0.296622279350801
FBXO2,2,0.711499217314627,-0.572376358972369
ATP5G2,2,0.975535078605454,-0.200492386887841
GPATCH4,2,0.225018752935451,-0.243080176960489
SUMF2,2,0.667966192501328,0.504585178466474
LSM3,2,0.998259412933455,-0.0411579496893312
ARHGEF10,2,0.114695865776949,2.00696149029506
IQCK,2,0.489153423721993,1.36670671382261
UBE2V2,2,0.964863371838308,-0.114992634951033
NPC1,2,0.707006509109827,-0.653944842045416
HN1,2,0.999993221128409,0.00333756741897007
PIGZ,2,0.969632964895084,-0.148904001154925
DNAJC18,2,0.788466801840763,0.239538731856268
HGSNAT,2,0.212903285737269,0.904790946965494
C19orf43,2,0.531491319716036,-0.432030910195942
EVA1C,2,0.824780594661406,-0.50570841427732
FOXRED1,2,0.659297989809037,-0.460523775413108
TTC8,2,0.939210973803456,0.219439330166757
ATP1B3,2,0.274414335971036,1.01110513788827
ZNF160,2,0.823387121219193,0.325017359291275
EIF3M,2,0.459691082098584,0.489441694292131
ZFAND2A,2,0.544243374161868,-0.28061940463281
AURKAIP1,2,0.509985203644115,0.418850193865802
NDUFA8,2,0.594210592265057,0.429731883808098
IQCG,2,0.9313418675526,0.217453403062593
TEFM,2,0.83077991973412,0.287579682941658
LYRM5,2,0.685514199351011,0.29118682731359
DDX1,2,0.349980282666513,0.505441064236839
HMGXB4,2,0.503754757361879,0.695910847631157
GLMN,2,0.0683098096094665,-0.976284965966363
EMC3,2,0.428099406076401,-0.716012215314589
ZNF717,2,0.939786630188816,0.257668593767902
ZNF611,2,0.322691712298558,-0.739797838366177
ARPC5L,2,0.621878770653093,0.240048386019031
MPC2,2,0.999972452270597,-0.012112917332568
CLTA,2,0.946418449026655,-0.200161720172852
LIN7B,2,0.999159042352893,-0.0421170437994188
C19orf66,2,0.99623501965082,-0.0815711317623947
NASP,2,0.937202953371213,-0.424256642163727
MAGOH,2,0.912156844719356,-0.139375456229581
GATAD1,2,0.909317100086701,-0.164724839948962
TCEB1,2,0.304664862738223,-0.587831613415862
TTF1,2,0.476281675069516,0.542571079701579
NDUFB5,2,0.995849491567479,0.0762415473776688
AP1S2,2,0.903700865997576,0.322318395547235
LSM10,2,0.981657909879853,-0.0809649319168055
SUCLG1,2,0.977369033993633,-0.119624714322868
RPUSD3,2,0.998934272664838,0.0439125835130109
PTPN14,2,0.935717471516738,-0.240339768227299
TCEAL8,2,0.973723493888741,-0.0918440177753582
IMP4,2,0.485481352098344,0.258338959311123
AP3S1,2,0.980798641372006,-0.144480369164506
MTR,2,0.335713627440057,-0.759887660050808
NECAP1,2,0.680252797935784,-0.295436437438705
PEBP4,2,0.994152381299644,0.0702600444525892
RAB1A,2,0.815485878696851,0.566875745791844
CRBN,2,0.500971360217053,-0.632003594311099
CISD1,2,0.209488449844637,0.77317820281456
MRPL18,2,0.910697942539144,-0.142362413511942
DCTN2,2,0.608552567745902,-0.439934298995346
FAM98A,2,0.169063140901485,-0.451916101490799
EMC2,2,0.998189461530771,0.0854152215853661
PHYKPL,2,0.999767367876403,0.0479291569073466
ATP5S,2,0.99470745143412,-0.0797937570870666
ZNF169,2,0.206821736112539,0.550993122577355
XPC,2,0.994888711777053,-0.0628734039512628
TMEM14A,2,0.999991377924472,0.00718502179806446
EXOG,2,0.55214026955072,0.622339714773315
EIF2B1,2,0.678057264702152,-0.420265874899916
ACTG1,2,0.65523058220515,0.95120496394327
TSPAN7,2,0.999388906851117,-0.0799654140535364
MPV17,2,0.575609494139447,0.383451429011982
GPRASP1,2,0.464364480534069,0.326273543335847
RAB11A,2,0.0996474269231895,2.11734347401911
EAF2,2,0.997824961094549,0.0802654784175656
HAGH,2,0.971107236142888,0.219831584100503
MTHFD1,2,0.821276994621648,0.222768067788746
KRAS,2,0.994237183080416,0.0886918948848524
SVOP,2,0.92491930967702,0.112214116388918
CFAP36,2,0.970201761487275,0.132436521376911
SLC35C2,2,0.70594423080185,-0.518922087518447
PPP1R2,2,0.801128838480807,-0.268652170128489
PTPDC1,2,0.994976645724043,-0.0645755239859201
RIC1,2,0.535531779241434,0.659962963968761
RECK,2,0.968066458374279,0.221090709899403
RIPK1,2,0.781851856065503,0.343010654889642
ZKSCAN1,2,0.20043242634869,-1.15786334257953
RTN4,2,0.999387055571465,0.1382026351076
BORCS5,2,0.999607087496099,0.0417599594069897
HSD17B12,2,0.984080739199771,0.268012605342181
CCNH,2,0.818673423782739,0.147072506877376
RITA1,2,0.925563029524879,0.0743226650394984
POLR3F,2,0.999466850556696,-0.023403594112204
RMND1,2,0.999958872395228,0.0152055816895794
TBC1D12,2,0.774000619361037,-0.29935624122526
QTRTD1,2,0.91076454254544,-0.114791601168142
CHCHD10,2,0.999086225669073,0.0657089826130379
MAX,2,0.999999989473282,0.00182773569365113
PRMT8,2,0.794766708192765,0.149620455578818
NDUFA12,2,0.759773536943769,0.40902392211624
DLD,2,0.999799290305691,-0.0232829903038816
HMGN3,2,0.879485517625231,-0.690753339934997
CYP4X1,2,0.999464536994284,-0.00425168609119141
NAE1,2,0.75312540777493,0.298144227364164
CCDC115,2,0.600527245408915,-0.301367525688255
RTCB,2,0.830386396379305,0.296067303651218
SRPK1,2,0.140311460863326,-0.711607719912306
XRCC6,2,0.986818774931195,0.140354781450681
PLD1,2,0.453342544423437,-0.2646147772738
SLC35B1,2,0.912298507740996,-0.18338265249204
HNRNPU,2,0.925005067037735,-0.154830217607749
GSS,2,0.712179425772899,0.294298735589622
ICA1,2,0.674245767380935,-0.178230100043092
C5orf45,2,0.027086809691763,1.21450690244062
PTS,2,0.976609375300199,-0.146567308722825
PRDM5,2,0.965297267679834,0.237898911766226
NUDT5,2,0.968623069507906,-0.137342939330219
MRRF,2,0.180376022491332,0.771696842421755
WDR61,2,0.999994869397867,0.00809010380927966
FNDC3B,2,0.99920611931412,0.101137372053434
TARBP1,2,0.253926151096236,-0.764109790598856
MRPS25,2,0.74377260055035,0.452478287255491
NEK9,2,0.987548532071553,-0.174043891721799
RPAIN,2,0.912233777960042,-0.249151224390634
NRD1,2,0.784015297137634,-0.649040798086033
POLR2K,2,0.731725269091005,0.188494982675327
LPCAT3,2,0.96611963381198,0.143728571943896
C6orf203,2,0.922381229307435,-0.187993297057537
MIEN1,2,0.596536854836283,0.295870080333859
MRPL9,2,0.963001203473594,-0.0972993777316086
PDK3,2,0.814863982240775,-0.288346295894319
CNOT10,2,0.95380541396771,-0.199876416378887
GGH,2,0.619936164664194,-0.225781212270615
PDAP1,2,0.997248848706409,-0.0651920137075853
RTF1,2,0.987031211430618,-0.179687309244728
SGTB,2,0.753360014408252,-0.181476594182869
ARPC1A,2,0.438791479545673,-0.523268719850946
CCNDBP1,2,0.110123930979051,0.701541377309002
MED29,2,0.959069729092758,-0.121820531791612
PARL,2,0.456339135108809,-0.608785109505935
DSTN,2,0.704257979894939,0.423168369503662
EXOC1,2,0.680034971534914,-0.638300875236468
FARSB,2,0.934270446224412,-0.168468153840053
ATAD2,2,0.758904738543336,-0.231598698747314
CAPRIN2,2,0.0280111476635506,-1.16501411798465
TUBGCP5,2,0.75755416559233,-0.316290147701852
PAK1,2,0.821767633012058,0.38951860851226
TUBG2,2,0.180505365795811,0.861389282273854
FAM101A,2,0.987419217377618,-0.0757622015363208
COPS7A,2,0.978942565489599,-0.11526948431406
EXOSC1,2,0.103779651133848,-0.541552621374722
PLEKHB2,2,0.566930706070584,-0.385365103486977
ATP6V1B2,2,0.55481017024065,0.615270523699663
ACTR2,2,0.914753049143651,-0.274529709165455
TMEM241,2,0.0333720621520129,-2.26142964272338
RASGRF1,2,0.509482814789584,-0.246108496513975
UFL1,2,0.99901581346731,-0.0707825549524201
XPO4,2,0.81143449876058,0.472513556931424
DZANK1,2,0.458507378033614,-0.409826180301492
MTMR9,2,0.901822898922387,-0.307986857749139
IQGAP1,2,0.961399321845997,0.21626898130369
ATP8B1,2,0.704744619947037,-0.345566976275156
ZNF44,2,0.0578507528323919,1.1911864812381
SLC25A37,2,0.941171172780276,0.39231891008408
HUNK,2,0.990964140494373,0.0754307896339418
DPY30,2,0.723508496579179,-0.31043929733323
MRPS35,2,0.789071783379167,0.23894724598276
SORCS2,2,0.818144766541521,0.725217201546315
TCF7L2,2,0.114427884976142,-3.09546407805264
YWHAH,2,0.971147337464715,-0.168853939590683
MTF2,2,0.838313525139788,-0.467187826997144
FAM127A,2,0.117864061851084,0.83154902315757
NBN,2,0.627393611143664,0.436342719237351
MYO5C,2,0.872773160842933,0.145497812688915
MRPL15,2,0.635686731370138,-0.265783543971726
NDUFB6,2,0.882283659024337,0.284117305143326
TSEN2,2,0.843209409614625,0.363494940114982
CFAP69,2,0.944505631625899,0.199828038958826
OCIAD1,2,0.383177323535781,-0.891397272480491
GCLC,2,0.588631734685455,-0.681656550689393
DNAJC17,2,0.983222079504157,-0.106667042254998
NDUFS4,2,0.999999943863765,0.00236923460395366
PRMT3,2,0.368698050279112,-0.898594793020742
VPS29,2,0.308852308998255,0.681254342918249
GART,2,0.937205244890743,-0.153177930539456
ICT1,2,0.199184375451574,-0.355721527146043
EFCAB6,2,0.243491032105925,-0.800818943301401
LETMD1,2,0.400180105962512,-0.639375130292824
ZNF75A,2,0.641557908576378,-0.528485450392671
ORC3,2,0.193105822152268,0.949441086900448
MEAF6,2,0.742807156801382,-0.40319873386279
ASAP2,2,0.0563594103504159,-2.11926005082251
LRRC29,2,0.287759633064807,-0.268688450998326
POP1,2,0.549537786235532,0.232495149736458
ANO10,2,0.625253983341328,-0.711283320352298
SPG11,2,0.998775393689511,-0.112588265019385
GSTA4,2,0.994628266786339,-0.0727734184313389
ARL3,2,0.99921509264994,0.0821932203968316
SUMF1,2,0.577979994625394,-1.1647983676727
PIK3C2A,2,0.0442181159901229,-2.46877998291386
IGBP1,2,0.954918305257854,0.215233628381896
TMEM175,2,0.535885399299021,-0.527426395564647
RAB5A,2,0.4079209719758,-0.58464719406026
EAPP,2,0.999646531085492,0.0342505317592577
DNM1L,2,0.108946002008597,1.27956034712733
HEATR5B,2,0.997249024861645,0.0961389157767549
MKKS,2,0.189184201924646,0.581585463093003
LCMT1,2,0.536533475039763,0.486600841058266
TBP,2,0.739035047976406,-0.270247460044074
FAHD2B,2,0.119854771011551,0.505763691093474
TAF15,2,0.999999956391356,0.00374683408688181
ATIC,2,0.999736273974598,0.0304991804653177
PIGL,2,0.642461346609738,0.488705484924405
PAPD4,2,0.637224114211988,0.86363798571857
C6orf136,2,0.98969153911838,0.075919144217357
TPM3,2,0.908732219614297,-0.191176950375551
ZRANB3,2,0.99828123458289,0.102481276845878
ARPP21,2,0.848437915280786,-0.275597342874722
LMO3,2,0.999985211103291,0.0331759111254541
